agrupacion_id,eleccion_id,nombre,agrupacioninterna
0518,4,FRENTE CIVICO PRO CHACO,
0567,4,MOVIMIENTO COMUNITARIO PLURICULTURAL,
0568,4,PARTIDO PROYECTO POPULAR,
0569,4,AL.FTE. UNIDOS Y ORGANIZADOS POR LA SOB. POPULAR,
0401,4,AGRUPACION VECINALISTA ARRIBA RIOJANOS,
0402,4,COALICION CIVICA AFIRMACION PARA UNA REP.IGUALITARIA,
0403,4,CONCERTACION SOCIAL BARRIAL,
0404,4,CONDUCCION RENOVADORA,
0405,4,CORRIENTE UNIDOS Y ORGANIZADOS,
0406,4,ENCUENTRO SOCIAL RIOJANO,
0407,4,FRENTE AMPLIO DE RENOVACION POPULAR(FARP),
0408,4,FRENTE CON TODOS,
0409,4,FRENTE DEL PUEBLO,
0410,4,FRENTE PARTICIPACION SOCIAL,
0411,4,FRENTE PERONISMO RIOJANO,
0412,4,FRENTE UNICO RIOJANO,
0413,4,FRENTE UNIDOS,
0414,4,IZQUIERDA POR UNA OPCION SOCIALISTA,
0415,4,MOVIMIENTO RENOVACION RIOJANA,
0416,4,PARTIDO COMPROMISO RIOJANO,
0417,4,PARTIDO COMUNISTA,
0418,4,PARTIDO DE LA VICTORIA,
0419,4,PARTIDO DEPARTAMENTAL COMPROMISO CIUDADANO,
0420,4,PARTIDO ES POSIBLE,
0421,4,PARTIDO FRENTE FEDERAL,
0422,4,PARTIDO MOVIMIENTO OCTUBRES,
0423,4,PARTIDO NUEVA GENERACION,
0424,4,PARTIDO NUEVO EXODO (NEX),
0425,4,PARTIDO SOCIALISTA INDEPENDIENTE,
0426,4,PRO-PROPUESTA REPUBLICANA,
0427,4,UNION CIVICA RADICAL,
0428,4,FUERZA CIVICA RIOJANA,
0429,4,PARTIDO JUSTICIALISTA,
0430,4,PARTIDO LEALTAD Y DIGNIDAD,
0431,4,MOVIMIENTO NUEVO TREINTA DE NOVIEMBRE,
0432,4,MOVIMIENTO POPULAR ALTERNATIVO,
0433,4,PERONISTA SIN FRONTERAS,
0434,4,AGRUPACION MUNICIPAL POPULAR DE VINCHINA 29 DE MAYO,
0163,4,PARTIDO CONVERGENCIA DEMOCRATICA,
0349,4,FRENTE SOCIAL DE LA PROVINCIA DE BUENOS AIRES,
0350,4,INTEGRACION CIUDADANA,
0372,4,UNIDOS POR BAHIA (UPB),
0347,4,ESPACIO UNION PRO,
0360,4,NUEVA ALTERNATIVA CARMEÑA,
0352,4,JUNTOS POR DORREGO,
0340,4,COMPROMISO PRINGLES,
0351,4,INTEGRACION VECINALISTA ROSALEÑA,
0369,4,UNA NUEVA OPORTUNIDAD SUARENSE,
0370,4,UNIDAD POR CHASCOMUS,
0364,4,PARTIDO LEALTAD Y DIGNIDAD DE LA PROVINCIA DE BUENOS AIRES,
0361,4,NUEVO ENCUENTRO,
0346,4,DEFENSA COMUNAL DE GENERAL PAZ,
0333,4,AGRUPACION ATLANTICA,
0343,4,CONSTRUCCION SOCIAL PARTICIPATIVA,
0375,4,UNION VECINAL DE GONZALES CHAVES,
0348,4,FRENTE CIUDAD NUEVA,
0374,4,UNION VECINAL CONSERVADORA DE LOBOS,
0355,4,MAREA POPULAR,
0356,4,MERCEDES INDEPENDIENTE COMUNAL,
0358,4,MOVIMIENTO UNION DEL PARTIDO DE PINAMAR,
0365,4,PROPUESTA PINAMAR PROPIN,
0381,4,VIENTOS DEL SUR (VI-SUR),
0353,4,JUNTOS POR QUILMES,
0366,4,RIVADAVIA PRIMERO,
0342,4,CONCORDANCIA APERTURISTA SALTENSE,
0367,4,SAN FERNANDO PUEDE,
0336,4,AGRUPACION RENOVACION SAN ISIDRO A.R.S.I,
0341,4,CON VOCACION POR SAN ISIDRO,
0378,4,UNION VECINALISTA DIGNIDAD PARA TODOS,
0357,4,MODELO VECINAL TENAZ,
0330,4,ACCION COMUNAL DEL PARTIDO DE TIGRE,
0377,4,UNION VECINAL DEL PARTIDO DE TRENQUE LAUQUEN,
0359,4,MOVIMIENTO VECINAL DEL PARTIDO DE TRES ARROYOS,
0362,4,NUEVO SIGLO DE 25 DE MAYO,
0368,4,TODOS VECINOS,
0332,4,ACCION POR VILLARINO,
0363,4,NUEVO ZARATE,
0335,4,1º TRES LOMAS,
0344,4,CORRIENTE DE UNIDAD SOCIAL Y POLITICA 6 DE DICIEMBRE,
0302,5,BANDERA VECINAL                                                                                     ,
0268,5,MOV. AMPLIO DE TRAB. Y JUBILADOS-MATRAJU                                                            ,
0180,5,DEL CAMPO POPULAR                                                                                   ,
0301,5,PATRIA GRANDE                                                                                       ,
0133,5,ALIANZA COMPROMISO FEDERAL                                                                          ,
0131,5,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,
0071,5,DEL OBRERO                                                                                          ,
0134,5,MST - NUEVA IZQUIERDA                                                                               ,
0132,5,ALIANZA PROGRESISTAS                                                                                ,
0138,5,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,
0000,5,"",
0038,5,    MST-MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES                                                   ,
0502,5,ALIANZA CAMBIEMOS                                                                                   ,
0072,5,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR                                                         ,
0333,5,FUERZA ORG. RENOV. DEMOCRATICA                                                                      ,
0506,5,ALIANZA PROGRESISTAS                                                                                ,
0504,5,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,
0298,5,TODOS POR BUENOS AIRES                                                                              ,
0013,5,MOVIMIENTO AL SOCIALISMO                                                                            ,
0501,5,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,
0135,5,ALIANZA CAMBIEMOS                                                                                   ,
0136,5,ALIANZA FRENTE POPULAR                                                                              ,
0137,5,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,
0076,5,DE LA CULTURA LA EDUCACION Y EL TRABAJO                                                             ,
0507,5,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA                                                            ,
0529,5,ALIANZA FRENTE UNIDOS                                                                               ,
0522,5,ALIANZA FRENTE CAMBIEMOS                                                                            ,
0165,5,NUEVO OCTUBRE                                                                                       ,
0169,5,PROYECTO POPULAR                                                                                    ,
0161,5,OBRERO                                                                                              ,
0060,5,MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD                                                        ,
0525,5,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL                                                          ,
0081,5,PARTIDO POPULAR                                                                                     ,
0188,5,UNITE POR LA LIBERTAD Y LA DIGNIDAD                                                                 ,
0040,5,MOVIMIENTO LIBRES DEL SUR                                                                           ,
0061,5,IZQUIERDA POR UNA OPCION SOCIALISTA                                                                 ,
0177,5,PARTIDO MOVIMIENTO DE PARTICIPACION CIUDADANA                                                       ,
0202,5,FRENTE RENOVADOR AUTENTICO                                                                          ,
0154,5,MOVIMIENTO POPULAR FUEGUINO                                                                         ,
23-501,10,FRENTE DE TODOS,
0519,5,ALIANZA ENCUENTRO POR CORRIENTES                                                                    ,
0050,5,SOCIALISTA                                                                                          ,
0069,5,GEN                                                                                                 ,
0190,5,MOV.POL. SOCIAL Y CULTURAL PROYECTO SUR                                                             ,
0531,5,ALIANZA FRENTE UNION CHUBUT SOMOS TODOS                                                             ,
0530,5,ALIANZA CAMBIEMOS CHUBUT                                                                            ,
0063,5,ES POSIBLE                                                                                          ,
0030,5,SOCIALISTA AUTENTICO                                                                                ,
0074,5,PARTIDO DEL TRABAJO Y DEL PUEBLO                                                                    ,
0068,5,NUEVA IZQUIERDA                                                                                     ,
0527,5,ALIANZA FRENTE RENOVADOR FEDERAL POR LA ESPERANZA                                                   ,
0514,5,ALIANZA CAMBIEMOS MENDOZA                                                                           ,
0003,5,UNION CIVICA RADICAL                                                                                ,
0070,5,DE TRABAJADORES POR EL SOCIALISMO                                                                   ,
0518,5,ALIANZA COMPROMISO CON SAN JUAN                                                                     ,
0526,5,ALIANZA FRENTE PROGRESISTA POPULAR                                                                  ,
0523,5,ALIANZA CAMBIEMOS RIO NEGRO                                                                         ,
0151,5,MOVIMIENTO POPULAR NEUQUINO                                                                         ,
0153,5,CRUZADA RENOVADORA                                                                                  ,
0532,5,ALIANZA FRENTE CIVICO Y SOCIAL                                                                      ,
0187,5,SOCIAL PATAGONICO                                                                                   ,
0517,5,ALIANZA CAMBIEMOS TIERRA DEL FUEGO                                                                  ,
0754,5,UNION DEL PUEBLO LA PLATA,
0145,5,CAMBIEMOS BUENOS AIRES,
0509,5,ALIANZA UNION PARA VIVIR MEJOR                                                                      ,
0198,5,DE LOS TRABAJADORES SOCIALISTAS                                                                     ,
0012,5,COMUNISTA                                                                                           ,
0057,5,MOVIMIENTO DE ACCION VECINAL                                                                        ,
0023,5,UNION POPULAR                                                                                       ,
0189,5,PARTIDO CIUDADANOS A GOBERNAR                                                                       ,
0524,5,ALIANZA FRENTE CIVICO Y SOCIAL                                                                      ,
0520,5,ALIANZA FRENTE AMPLIO FORMOSEÑO                                                                     ,
0503,5,ALIANZA COMPROMISO FEDERAL                                                                          ,
0186,5,AUTODETERMINACION Y LIBERTAD                                                                        ,
0528,5,ALIANZA FRENTE TERCERA POSICION                                                                     ,
0179,5,FRENTE CAMBIA JUJUY                                                                                 ,
0208,5,POR UN PUEBLO UNIDO                                                                                 ,
0065,5,UNION CELESTE Y BLANCO                                                                              ,
0521,5,ALIANZA FRENTE AMPLIO PODEMOS                                                                       ,
0510,5,ALIANZA UNION POR CORDOBA                                                                           ,
0152,5,MOVIMIENTO POLO SOCIAL LA TERCERA POSICION DE LA GENTE                                              ,
0212,5,PRINCIPIOS Y CONVICCION                                                                             ,
0157,5,DE ACCION CHUBUTENSE                                                                                ,
0742,5,AGRUPACION VECINAL UNION POR MORON,
0656,5,ACCION CIUDADANA,
0769,5,MIRADA AMPLIA REGIONAL,
1806,5,ALIANZA FRENTE MARPLATENSE,
0748,5,CRECER,
0705,5,CON VOCACION POR SAN ISIDRO,
0777,5,AGR.MUNICIPAL DE INT.PACE�A,
0782,5,UNIDAD PACE�A,
0674,5,RENOVACION PARA JUNIN,
0600,5,UNION VECINALISTA DIGNIDAD PARA TODOS,
0672,5,UNION VECINAL DE ADOLFO GONZALES CHAVES,
0673,5,CONSTRUCCION VECINAL PARTICIPATIVA,
0821,5,JUNTOS POR SAN JUAN                                                                                 ,
0647,5,PROCLAME                                                                                            ,
0803,5,FRENTE MXC                                                                                          ,
0665,5,PARTIDO UNION VECINAL PROV.                                                                         ,
0203,5,INSTRUMENTO ELECTORAL                                                                               ,
0641,5,MOVIPRO                                                                                             ,
0799,5,UNIDOS POR NECOCHEA,
0155,5,MOVIMIENTO UNION DEL PARTIDO DE PINAMAR,
0693,5,ACCION PINAMARENSE-AP,
0734,5,VIENTOS DEL SUR-VISUR,
0737,5,PROPUESTA PINAMAR-PROPIN,
0774,5,VECINOS EN ACCION PINAMAR-VENAP,
0703,5,ENCUENTRO POR ROJAS,
0792,5,UNION VECINAL SALLIQUELO,
0794,5,VAMOS,
0768,5,CAUSA POPULAR BRANDSEN,
0484,5,NUEVA ALTERNATIVA CARME�A,
0446,5,AGR.MUNICIPAL DE LA INTRANSIGENCIA COLONENSE,
0739,5,JUNTOS POR DORREGO,
0667,5,INTEGRACION VECINALISTA ROSALE�A,
0758,5,UNA NUEVA OPORTUNIDAD SUARENSE-UNOS,
0787,5,SOMOS RODRIGUEZ,
0789,5,ACUERDO CIUDADANO X TRENQUE LAUQUEN,
0194,5,MOVIMIENTO VECINAL,
0750,5,TODOS VECINOS,
0697,5,ACCION POR VILLARINO,
0612,5,NUEVO ZARATE,
0670,5,C.UNIDAD SOCIAL Y POL. 6 DE DICIEMBRE,
0664,5,COMPROMISO PRINGLES,
0000,6,"",
0132,6,ALIANZA PROGRESISTAS                                                                                ,
0135,6,ALIANZA CAMBIEMOS                                                                                   ,
0131,6,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,
0133,6,ALIANZA COMPROMISO FEDERAL                                                                          ,
0137,6,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                   ,
0138,6,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)                                                      ,
0145,6,CAMBIEMOS BUENOS AIRES                                                                              ,
0186,6,AUTODETERMINACION Y LIBERTAD                                                                        ,
0528,6,ALIANZA FRENTE TERCERA POSICION                                                                     ,
0525,6,ALIANZA FRENTE PROGRESISTA CIVICO Y SOCIAL                                                          ,
0069,6,GEN                                                                                                 ,
0531,6,ALIANZA FRENTE UNION CHUBUT SOMOS TODOS                                                             ,
0510,6,ALIANZA UNION POR CORDOBA                                                                           ,
0063,6,ES POSIBLE                                                                                          ,
1806,6,ALIANZA FRENTE MARPLATENSE                                                                          ,
0519,6,ALIANZA ENCUENTRO POR CORRIENTES                                                                    ,
0519,8,CAMBIEMOS CHUBUT,
0184,6,PUEBLO NUEVO                                                                                        ,
0524,6,ALIANZA FRENTE CIVICO Y SOCIAL                                                                      ,
0177,6,PARTIDO MOVIMIENTO DE PARTICIPACION CIUDADANA                                                       ,
0534,6,PROPUESTA FREPAM                                                                                    ,
0152,6,MOVIMIENTO POLO SOCIAL LA TERCERA POSICION DE LA GENTE                                              ,
0501,6,ALIANZA FRENTE PARA LA VICTORIA                                                                     ,
0518,6,ALIANZA COMPROMISO CON SAN JUAN                                                                     ,
0821,6,JUNTOS POR SAN JUAN                                                                                 ,
0522,6,ALIANZA FRENTE CAMBIEMOS                                                                            ,
0529,6,ALIANZA FRENTE UNIDOS                                                                               ,
0003,6,UNION CIVICA RADICAL                                                                                ,
0165,6,NUEVO OCTUBRE                                                                                       ,
0169,6,PROYECTO POPULAR                                                                                    ,
0502,6,ALIANZA CAMBIEMOS                                                                                   ,
0012,6,COMUNISTA                                                                                           ,
0527,6,ALIANZA FRENTE RENOVADOR FEDERAL DE LA ESPERANZA                                                    ,
0530,6,ALIANZA CAMBIEMOS CHUBUT                                                                            ,
0153,6,CRUZADA RENOVADORA                                                                                  ,
0161,6,OBRERO                                                                                              ,
0146,6,CAMBIEMOS SALTA                                                                                     ,
0023,6,UNION POPULAR                                                                                       ,
0151,6,MOVIMIENTO POPULAR NEUQUINO                                                                         ,
0701,6,UNION PARA VIVIR MEJOR                                                                              ,
0068,6,NUEVA IZQUIERDA                                                                                     ,
0071,6,DEL OBRERO                                                                                          ,
0189,6,PARTIDO CIUDADANOS A GOBERNAR                                                                       ,
0506,6,ALIANZA PROGRESISTAS                                                                                ,
0507,6,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA                                                            ,
0301,6,PATRIA GRANDE                                                                                       ,
0665,6,PARTIDO UNION VECINAL PROV.                                                                         ,
0803,6,FRENTE MXC MERC Y SANLUISEÑOS                                                                       ,
0616,6,MOVIMIENTO GENERACIONAL                                                                             ,
0902,6,PROYECTO AGRARIO Y SOCIAL PAYS                                                                      ,
0075,6,PARTIDO DE LA CONCERTACION FORJA                                                                    ,
0103,6,FRENTE DE IZQUIERDA Y LOS TRABAJADORES                                                              ,
23-504,10,CONSENSO FEDERAL,
0402,6,PARTIDO PRIMERO JUJUY                                                                               ,
0508,6,FRENTE UNIDOS Y ORGANIZADOS POR LA SOBERANIA POPULAR                                                ,
0050,6,SOCIALISTA                                                                                          ,
0523,6,ALIANZA CAMBIEMOS RIO NEGRO                                                                         ,
0526,6,ALIANZA FRENTE PROGRESISTA POPULAR                                                                  ,
0520,6,ALIANZA FRENTE AMPLIO FORMOSEÑO                                                                     ,
0179,6,FRENTE CAMBIA JUJUY                                                                                 ,
0057,6,MOVIMIENTO DE ACCION VECINAL                                                                        ,
0641,6,MOVIPRO                                                                                             ,
0064,6,PROPUESTA REPUBLICANA                                                                               ,
0072,6,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR                                                         ,
0406,6,PARTIDO POR LA DIGNIDAD DEL PUEBLO                                                                  ,
0625,6,MOVIMIENTO SOCIAL PARA UNA MEJOR VIDA                                                               ,
0901,6,"FRENTE POPULAR - DE LOS RIOS LIBRES, LAS CHACRAS Y EL TRABAJO                                       ",
0903,6,VAMOS JUNTOS                                                                                        ,
0076,6,DE LA CULTURA LA EDUCACION Y EL TRABAJO                                                             ,
0154,6,MOVIMIENTO POPULAR FUEGUINO                                                                         ,
0187,6,SOCIAL PATAGONICO                                                                                   ,
0202,6,FRENTE RENOVADOR AUTENTICO                                                                          ,
0517,6,ALIANZA CAMBIEMOS TIERRA DEL FUEGO                                                                  ,
0906,6,UNIDOS POR UNA NUEVA ALTERNATIVA                                                                    ,
0702,6,FRENTE PARA LA VICTORIA SANTACRUCEÑA                                                                ,
0038,6,MST-MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES                                                       ,
0647,6,PROCLAME                                                                                            ,
0533,6,FRENTE CIVICO PARA LA VICTORIA                                                                      ,
0907,6,FRENTE UNIDOS UNA                                                                                   ,
0900,6,FRENTE RENOVADOR DE LA CONCORDIA FTE PARA LA VICTORIA                                               ,
0905,6,FRENTE CIVICO Y SOCIAL                                                                              ,
0013,6,MOVIMIENTO AL SOCIALISMO                                                                            ,
0787,6,SOMOS RODRIGUEZ                                                                                     ,
0192,6,LIBERTAD Y DEMOCRACIA RESPONSABLE                                                                   ,
0251,6,MOVIMIENTO COMUNITARIO PLURICULTURAL                                                                ,
0136,6,ALIANZA FRENTE POPULAR                                                                              ,
0794,6,VAMOS                                                                                               ,
0768,6,CAUSA POPULAR BRANDSEN                                                                              ,
0484,6,NUEVA ALTERNATIVA CARMEÑA                                                                           ,
0739,6,JUNTOS POR DORREGO                                                                                  ,
0664,6,COMPROMISO PRINGLES                                                                                 ,
0667,6,INTEGRACION VECINALISTA ROSALEÑA                                                                    ,
0758,6,UNA NUEVA OPORTUNIDAD SUARENSE-UNOS                                                                 ,
0672,6,UNION VECINAL DE ADOLFO GONZALES CHAVES                                                             ,
0673,6,CONSTRUCCION SOCIAL PARTICIPATIVA                                                                   ,
0705,6,CON VOCACION POR SAN ISIDRO                                                                         ,
0697,6,ACCION POR VILLARINO                                                                                ,
0612,6,NUEVO ZARATE                                                                                        ,
0789,6,ACUERDO CIUDADANO X TRENQUE LAUQUEN                                                                 ,
0194,6,MOVIMIENTO VECINAL DEL PARTIDO DE TRES ARROYOS                                                      ,
0155,6,MOVIMIENTO UNION DEL PARTIDO DE PINAMAR                                                             ,
0734,6,VIENTOS DEL SUR-VISUR                                                                               ,
0737,6,PROPUESTA PINAMAR-PROPIN                                                                            ,
0774,6,VECINOS EN ACCION PINAMAR-VENAP                                                                     ,
0298,6,TODOS POR BUENOS AIRES                                                                              ,
0703,6,ENCUENTRO POR ROJAS                                                                                 ,
0670,6,C.UNIDAD SOCIAL Y POL. 6 DE DICIEMBRE                                                               ,
0792,6,UNION VECINAL SALLIQUELO                                                                            ,
0131,7,FRENTE PARA LA VICTORIA                                                                             ,
0135,7,CAMBIEMOS                                                                                           ,
0000,8,"",
0511,8,1PAIS                                                                                               ,
0518,8,CAMBIEMOS BUENOS AIRES                                                                              ,
0527,8,ENCUENTRO POPULAR POR TIERRA TECHO Y TRABAJO                                                        ,
0546,8,FRENTE JUSTICIALISTA                                                                                ,
0574,8,UNIDAD CIUDADANA                                                                                    ,
0567,8,IZQUIERDA AL FRENTE POR EL SOCIALISMO                                                               ,
0809,8,CORRIENTE DE PENSAMIENTO BONAERENSE (CO.PE.BO)                                                      ,
0559,8,FRENTE RENOVADOR DE LA CONCORDIA,
0810,8,FRENTE UNION FEDERAL                                                                                ,
0813,8,PARTIDO SOCIALISTA                                                                                  ,
0814,8,PARTIDO RENOVADOR FEDERAL                                                                           ,
0816,8,VECINOS SOLIDARIOS DE ALTE. BROWN                                                                   ,
0008,8,FEDERAL                                                                                             ,
0301,8,PATRIA GRANDE                                                                                       ,
0503,8,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES                                                           ,
0552,8,FRENTE PATRIOTA BANDERA VECINAL,
0561,8,FRENTE SOCIALISTA Y POPULAR,
0022,8,HUMANISTA,
0259,8,DEL CAMPO POPULAR,
0268,8,MOVIMIENTO AMPLIO DE TRABAJADORES Y JUBILADOS,
0298,8,TODOS POR BUENOS AIRES,
0309,8,MOVIMIENTO ORGANIZACION DEMOCRATICA,
0526,8,CREO,
0502,8,CAMBIEMOS,
0510,8,1 PROYECTO SANTAFESINO,
0530,8,ESPACIO GRANDE,
0554,8,FRENTE PROGRESISTA CIVICO Y SOCIAL,
0560,8,FRENTE SOCIAL Y POPULAR,
0580,8,VAMOS JUNTOS,
0033,8,NACIONALISTA CONSTITUCIONAL -  UNIR,
0065,8,UNION CELESTE Y BLANCO,
0171,8,MOVIMIENTO INDEPENDIENTE RENOVADOR,
0174,8,POPULAR,
0188,8,UNITE POR LA LIBERTAD Y LA DIGNIDAD,
0202,8,CIUDAD FUTURA,
0211,8,AUTONOMISTA,
0812,8,VAMOS CREANDO CIUDAD NUEVA                                                                          ,
0817,8,UVEP-U. VECINALISTA PLATENSE                                                                        ,
0815,8,"MAC-MISION, ACC. Y COMPROMISO                                                                       ",
0823,8,UNION VECINAL MAS CAMPANA                                                                           ,
0661,8,NUEVO SOCIALISMO MARPLATENSE                                                                        ,
0855,8,MAR DEL PLATA PUERTO Y REGION                                                                       ,
0364,8,ACCION MARPLATENSE                                                                                  ,
0079,8,RENOVADOR FEDERAL,
0178,8,ACCION CIUDADANA,
0185,8,SOCIALISTA AUTENTICO,
0187,8,AUTODETERMINACION Y LIBERTAD,
0262,8,EL MOVIMIENTO,
0327,8,BANDERA VECINAL,
0515,8,AVANCEMOS HACIA 1PAIS MEJOR,
0525,8,CONVOCATORIA ABIERTA POR BUENOS AIRES,
0531,8,EVOLUCION,
0576,8,UNIDAD PORTEÑA,
0806,8,SUR EN MARCHA,
0852,8,INTEGRACION BALCARCEÑA                                                                              ,
0194,8,OBRERO,
0215,8,RENACER POLITICO Y SOCIAL,
0216,8,MOVIMIENTO AUTENTICO POPULAR,
0542,8,FRENTE CIVICO Y SOCIAL - CAMBIEMOS,
0544,8,FRENTE DE UNIDAD CIUDADANA,
0547,8,FRENTE JUSTICIALISTA PARA LA VICTORIA,
0061,8,IZQUIERDA POR UNA OPCION SOCIALISTA,
0541,8,FRENTE CIVICO POR SANTIAGO,
0558,8,FRENTE RENOVADOR 1PAIS,
0382,8,IVR-INT.VECINALISTA ROSALEÑA                                                                        ,
0844,8,BIEN COMUN POR ROSALES                                                                              ,
0069,8,GEN,
0201,8,PRIMERO LA GENTE,
0217,8,ENCUENTRO VECINAL CORDOBA,
0231,8,POLITICA ABIERTA PARA LA INTEGRIDAD SOCIAL,
0543,8,FRENTE CORDOBA CIUDADANA,
0570,8,SOMOS,
0578,8,UNION POR CORDOBA,
0038,8,MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES,
0170,8,MOVIMIENTO DE PARTICIPACION CIUDADANA,
0180,8,FUERZA REPUBLICANA,
0521,8,CAMBIEMOS PARA EL BICENTENARIO,
0533,8,FRENTE AMPLIO TUCUMANO,
0548,8,FRENTE JUSTICIALISTA POR TUCUMAN,
0484,8,NAC-NUEVA ALTERNATIVA CARMEÑA                                                                       ,
0797,8,ENTRE TODOS                                                                                         ,
0758,8,UNOS-UNA NUEVA OPORTUNIDAD SUARENSE                                                                 ,
0318,8,MOVIMIENTO PARA LA VICTORIA                                                                         ,
0853,8,JUNTOS POR CHACOMUS                                                                                 ,
0023,8,UNION POPULAR,
0050,8,SOCIALISTA,
0212,8,PRINCIPIOS Y CONVICCION,
0505,8,FRENTE DE LA VICTORIA,
0532,8,FRENTE AMPLIO FORMOSEÑO CAMBIEMOS,
0072,8,INSTRUMENTO ELECTORAL POR LA UNIDAD POPULAR,
0076,8,DE LA CULTURA LA EDUCACION Y EL TRABAJO,
0083,8,"MOVIMIENTO POLITICO, SOCIAL Y CULTURAL PROYECTO SUR",
0167,8,FEDERAL FUEGUINO,
0207,8,INICIATIVA POR LA UNION,
0524,8,CAMBIEMOS TIERRA DEL FUEGO,
0540,8,FRENTE CIUDADANO Y SOCIAL,
0563,8,FRENTE TIERRA DE UNION,
0579,8,UNIR TDF,
0082,8,COMPROMISO FEDERAL,
0210,8,MOVIMIENTO INTEGRACION LATINOAMERICANA DE EXPRESION SOCIAL,
0545,8,FRENTE JUJEÑO CAMBIEMOS,
0820,8,PROYECTO ESCOBAR                                                                                    ,
0159,8,MOVIMIENTO NORTE GRANDE,
0514,8,ALTERNATIVA POPULAR RIOJANA,
0517,8,CAMBIEMOS - FUERZA CIVICA RIOJANA,
0549,8,FRENTE JUSTICIALISTA RIOJANO,
0071,8,DEL OBRERO,
0165,8,NUEVO OCTUBRE,
0184,8,AGRARIO Y SOCIAL,
0534,8,FRENTE AVANCEMOS,
0535,8,FRENTE CAMBIEMOS,
0168,8,MOVIMIENTO DE VIDA Y COMPROMISO,
0182,8,ACCION POR UNA DEMOCRACIA NUEVA,
0186,8,NUEVA IZQUIERDA,
0512,8,1 PAIS - SOMOS SAN JUAN,
0522,8,CAMBIEMOS POR SAN JUAN,
0556,8,FRENTE PROGRESISTA POPULAR,
0564,8,FRENTE TODOS,
0528,8,ENCUENTRO POR CORRIENTES - ECO + CAMBIEMOS,
0557,8,FRENTE RENOVADOR - 1PAIS,
0568,8,JUNTOS PODEMOS MAS,
0571,8,SOMOS CORRIENTES,
0070,8,DE TRABAJADORES POR EL SOCIALISMO,
0516,8,AVANZAR Y CAMBIEMOS POR SAN LUIS,
0565,8,FRENTE UNIDAD JUSTICIALISTA SAN LUIS,
0176,8,FRENTE RENOVADOR AUTENTICO,
0501,8,FRENTE PARA LA VICTORIA,
0504,8,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES - PARTIDO OBRERO + IZQUIERDA POR UNA OPCION SOCIALISTA,
0577,8,UNION PARA VIVIR MEJOR - CAMBIEMOS,
0175,8,DEMOCRATA,
0179,8,CIUDADANOS A GOBERNAR,
0537,8,FRENTE CHACO MERECE MAS,
0572,8,UN NUEVO PAIS (1P),
0673,8,CONSTRUC.SOCIAL PARTICIPATIVA                                                                       ,
0845,8,UNION VEC.DE A.GONZALES CHAVES                                                                      ,
0319,8,UNION VECINAL DE GUAMINI                                                                            ,
0074,8,DEL TRABAJO Y DEL PUEBLO,
0153,8,SOCIALISTA AUTENTICO DEL CHUBUT,
0538,8,FRENTE CHUBUT PARA TODOS,
0819,8,CONS.JUARENSE PARA LA PART.CIUDADANA                                                                ,
0550,8,FRENTE JUSTICIALISTA SOMOS ENTRE RIOS,
0827,8,JUNIN BICENTENARIO                                                                                  ,
0847,8,POR UN NUEVO JUNIN                                                                                  ,
0807,8,GEM CATAMARCA,
0110,8,DEFENSA COMUNAL DE E.DE LA CRUZ                                                                     ,
0006,8,INTRANSIGENTE,
0221,8,PODEMOS CON LA IZQUIERDA,
0529,8,ENCUENTRO POR MENDOZA,
0562,8,FRENTE SOMOS MENDOZA,
0857,8,CAMBIA MENDOZA,
0002,8,JUSTICIALISTA,
0190,8,DE LOS TRABAJADORES SOCIALISTAS,
0536,8,FRENTE CAMBIEMOS LA PAMPA,
0555,8,FRENTE PROGRESISTA PAMPEANO,
0573,8,UNA RIOJA,
0040,8,MOVIMIENTO LIBRES DEL SUR,
0151,8,MOVIMIENTO POPULAR NEUQUINO,
0513,8,1PAIS FRENTE RENOVADOR NEUQUEN +A,
0551,8,FRENTE NEUQUINO,
0575,8,UNIDAD CIUDADANA PARA LA VICTORIA,
0854,8,ACUERDO BELGRANENSE                                                                                 ,
0047,8,COALICION CIVICA - ARI,
0523,8,CAMBIEMOS RIO NEGRO,
0569,8,JUNTOS SOMOS RIO NEGRO,
0203,8,SALTA SOMOS TODOS,
0520,8,CAMBIEMOS PAIS,
