distrito_id,seccion_id,circuito_id,nombre,municipio_id,eleccionorigen_id
23,3,00033,00033,,1
23,3,00034,00034,,1
23,3,00036,00036,,1
23,3,00037,00037,,1
23,4,00041,00041,,1
23,1,00021,00021,,1
23,2,00023,00023,,1
23,2,00025,00025,,1
23,2,00027,00027,,1
23,1,00019,00019,,1
2,79,0663C,0663C,,1
18,1,00001,00001,,1
2,62,00262,00262,,1
18,1,00007,00007,,1
18,1,00008,00008,,1
18,1,00015,00015,,1
17,17,0076A,0076A,,1
17,17,0077A,0077A,,1
2,62,00263,00263,,1
17,18,0079B,0079B,,1
17,18,0079C,0079C,,1
17,18,0080A,0080A,,1
17,18,0082A,0082A,,1
17,21,0091A,0091A,,1
17,21,0091B,0091B,,1
2,62,00264,00264,,1
17,11,0054A,0054A,,1
17,12,0058A,0058A,,1
20,5,00015,00015,,1
20,5,0015A,0015A,,1
2,61,0635A,0635A,,1
19,7,00082,00082,,1
19,7,00083,00083,,1
19,9,00110,00110,,1
19,9,00111,00111,,1
19,9,00112,00112,,1
19,3,03014,03014,,1
19,3,03015,03015,,1
19,3,03021,03021,,1
19,4,00045,00045,,1
19,6,07001,07001,,1
19,6,07002,07002,,1
19,1,01022,01022,,1
19,2,01803,01803,,1
19,2,01804,01804,,1
19,3,03003,03003,,1
19,3,03010,03010,,1
19,1,01004,01004,,1
19,1,01011,01011,,1
18,17,00118,00118,,1
2,61,0635C,0635C,,1
18,18,00137,00137,,1
18,18,00138,00138,,1
19,1,00003,00003,,1
19,1,01001,01001,,1
2,61,0635D,0635D,,1
18,12,00085,00085,,1
18,12,00086,00086,,1
18,13,0093A,0093A,,1
18,13,00094,00094,,1
18,13,00095,00095,,1
18,15,00102,00102,,1
18,7,00063,00063,,1
18,8,00064,00064,,1
18,10,00078,00078,,1
2,61,0635E,0635E,,1
18,12,00084,00084,,1
2,62,00259,00259,,1
18,6,00054,00054,,1
18,6,00055,00055,,1
2,62,00260,00260,,1
18,3,00041,00041,,1
18,4,00045,00045,,1
18,4,00048,00048,,1
2,62,00261,00261,,1
18,1,00029,00029,,1
18,1,00030,00030,,1
18,2,00033,00033,,1
18,3,00039,00039,,1
2,39,00305,00305,,1
2,118,00389,00389,,1
2,118,00390,00390,,1
4,1,0014D,0014D,,1
4,1,0014E,0014E,,1
4,1,0014F,0014F,,1
4,1,0014I,0014I,,1
2,5,00046,00046,,1
2,6,00060,00060,,1
4,1,0014L,0014L,,1
4,1,0014M,0014M,,1
1,4,00048,00048,,1
1,4,00049,00049,,1
1,4,00050,00050,,1
1,4,00051,00051,,1
1,4,00052,00052,,1
2,118,00393,00393,,1
2,118,00394,00394,,1
2,61,00633,00633,,1
2,61,0629B,0629B,,1
2,61,00626,00626,,1
2,63,0497C,0497C,,1
2,63,0497D,0497D,,1
2,87,00747,00747,,1
2,63,00521,00521,,1
2,64,00524,00524,,1
2,62,00276,00276,,1
2,92,00786,00786,,1
21,18,00083,00083,,1
18,1,00005,00005,,1
18,1,00006,00006,,1
17,5,0021A,0021A,,1
2,3,0022A,0022A,,1
2,124,01007,01007,,1
2,3,0018A,0018A,,1
2,61,0629A,0629A,,1
2,17,0158B,0158B,,1
2,17,00159,00159,,1
2,17,00160,00160,,1
2,17,00161,00161,,1
2,17,00162,00162,,1
2,18,00121,00121,,1
21,18,00084,00084,,1
2,36,00287,00287,,1
2,63,00501,00501,,1
2,101,00854,00854,,1
21,20,0425A,0425A,,1
2,98,00840,00840,,1
2,99,00846,00846,,1
2,96,00823,00823,,1
2,97,00832,00832,,1
2,93,00798,00798,,1
2,94,00813,00813,,1
2,95,00815,00815,,1
4,6,00089,00089,,1
2,92,0791B,0791B,,1
4,3,00040,00040,,1
2,63,0496C,0496C,,1
2,125,01018,01018,,1
4,3,0040A,0040A,,1
2,62,00275,00275,,1
2,3,00022,00022,,1
2,63,00483,00483,,1
2,4,00040,00040,,1
2,4,00037,00037,,1
2,4,00038,00038,,1
2,126,00744,00744,,1
4,3,00041,00041,,1
2,63,00504,00504,,1
2,35,00774,00774,,1
2,35,0773B,0773B,,1
2,3,0021A,0021A,,1
2,36,0288B,0288B,,1
2,62,00273,00273,,1
2,63,00495,00495,,1
2,36,0287D,0287D,,1
2,128,0304B,0304B,,1
2,36,00288,00288,,1
2,132,00290,00290,,1
2,63,00460,00460,,1
2,37,00295,00295,,1
2,38,00302,00302,,1
2,62,00274,00274,,1
4,4,00044,00044,,1
2,63,0496E,0496E,,1
2,129,00398,00398,,1
2,133,00666,00666,,1
2,35,00775,00775,,1
2,36,0291A,0291A,,1
2,36,0286A,0286A,,1
2,62,00271,00271,,1
2,38,00303,00303,,1
2,35,0775A,0775A,,1
2,36,00286,00286,,1
2,63,00468,00468,,1
2,38,0302C,0302C,,1
2,133,00667,00667,,1
2,36,0288A,0288A,,1
2,48,00345,00345,,1
2,38,0303A,0303A,,1
2,38,0303B,0303B,,1
2,49,00354,00354,,1
2,50,00365,00365,,1
2,42,00321,00321,,1
2,42,00322,00322,,1
2,42,00323,00323,,1
2,42,00324,00324,,1
2,43,00326,00326,,1
2,62,00272,00272,,1
2,45,00547,00547,,1
2,38,0302A,0302A,,1
2,50,00366,00366,,1
2,61,00634,00634,,1
2,134,0668A,0668A,,1
1,3,00040,00040,,1
1,2,00028,00028,,1
1,1,00017,00017,,1
18,4,00052,00052,,1
2,128,0304A,0304A,,1
2,122,01000,01000,,1
2,122,00994,00994,,1
2,113,0535A,0535A,,1
2,113,00530,00530,,1
2,109,00925,00925,,1
2,106,00893,00893,,1
2,106,00891,00891,,1
2,105,00878,00878,,1
2,92,0788A,0788A,,1
2,92,0785B,0785B,,1
2,89,00772,00772,,1
2,87,00759,00759,,1
2,88,00765,00765,,1
2,83,00696,00696,,1
2,80,00673,00673,,1
2,78,00656,00656,,1
2,70,00591,00591,,1
2,70,00593,00593,,1
2,70,00589,00589,,1
2,70,00590,00590,,1
2,70,00583,00583,,1
2,67,00563,00563,,1
2,67,00564,00564,,1
2,67,00565,00565,,1
2,67,00566,00566,,1
2,63,0497E,0497E,,1
2,61,0632A,0632A,,1
2,61,0632B,0632B,,1
2,61,00631,00631,,1
2,54,00410,00410,,1
2,55,00411,00411,,1
2,53,0397B,0397B,,1
2,52,00383,00383,,1
2,52,00379,00379,,1
2,52,00380,00380,,1
2,52,00377,00377,,1
2,50,00367,00367,,1
2,43,00327,00327,,1
2,43,00328,00328,,1
2,44,00330,00330,,1
2,31,00214,00214,,1
2,31,00215,00215,,1
2,31,00216,00216,,1
2,31,00217,00217,,1
2,31,00218,00218,,1
2,31,00219,00219,,1
2,31,00220,00220,,1
2,31,00221,00221,,1
2,31,00222,00222,,1
2,30,00201,00201,,1
2,27,00248,00248,,1
2,16,0155A,0155A,,1
2,13,00125,00125,,1
2,130,0399G,0399G,,1
1,15,00164,00164,,1
1,15,00165,00165,,1
1,15,00166,00166,,1
1,15,00167,00167,,1
1,15,00162,00162,,1
2,7,00083,00083,,1
2,60,00446,00446,,1
2,60,00447,00447,,1
2,60,00448,00448,,1
2,60,00449,00449,,1
2,60,00450,00450,,1
2,60,00451,00451,,1
2,61,0631A,0631A,,1
2,63,0508E,0508E,,1
2,63,0508F,0508F,,1
2,63,0508G,0508G,,1
2,7,00084,00084,,1
2,70,00586,00586,,1
2,84,00715,00715,,1
2,84,00716,00716,,1
2,89,00769,00769,,1
2,89,00770,00770,,1
2,97,00835,00835,,1
2,97,00836,00836,,1
2,97,00837,00837,,1
2,98,00839,00839,,1
2,92,0788B,0788B,,1
2,122,00999,00999,,1
2,125,01014,01014,,1
2,125,01015,01015,,1
2,7,00085,00085,,1
4,1,0007F,0007F,,1
3,15,00136,00136,,1
3,15,00137,00137,,1
3,15,00138,00138,,1
3,15,00139,00139,,1
3,15,00140,00140,,1
4,1,0012F,0012F,,1
4,1,0012G,0012G,,1
4,1,0010K,0010K,,1
4,1,0010L,0010L,,1
4,23,00349,00349,,1
5,1,00006,00006,,1
4,14,00220,00220,,1
4,14,00221,00221,,1
4,14,00222,00222,,1
4,15,00223,00223,,1
5,19,00112,00112,,1
4,20,00289,00289,,1
4,20,00290,00290,,1
4,20,00291,00291,,1
6,12,00085,00085,,1
6,12,00086,00086,,1
5,7,00045,00045,,1
8,1,00016,00016,,1
7,9,00063,00063,,1
7,9,0063A,0063A,,1
7,10,00065,00065,,1
7,10,00066,00066,,1
7,11,00067,00067,,1
8,5,00106,00106,,1
8,5,00107,00107,,1
8,5,00108,00108,,1
8,5,00109,00109,,1
8,5,00110,00110,,1
8,6,00111,00111,,1
6,1,0019A,0019A,,1
6,1,0019B,0019B,,1
8,10,00184,00184,,1
8,10,00185,00185,,1
8,15,00269,00269,,1
8,15,00270,00270,,1
8,15,00271,00271,,1
8,15,00272,00272,,1
11,15,00057,00057,,1
11,4,00013,00013,,1
12,4,0009A,0009A,,1
12,5,00013,00013,,1
12,5,0014A,0014A,,1
12,5,0014B,0014B,,1
10,4,0033A,0033A,,1
13,11,00084,00084,,1
17,1,0005G,0005G,,1
17,4,0015D,0015D,,1
16,12,00064,00064,,1
17,8,0043A,0043A,,1
17,7,0031B,0031B,,1
17,1,0003D,0003D,,1
17,5,0024A,0024A,,1
17,7,0034A,0034A,,1
17,1,0001E,0001E,,1
17,16,0073A,0073A,,1
17,8,0043C,0043C,,1
17,7,0036B,0036B,,1
17,8,0044B,0044B,,1
17,8,0044C,0044C,,1
17,1,0005I,0005I,,1
17,1,0005J,0005J,,1
17,8,0045A,0045A,,1
17,8,0040A,0040A,,1
17,10,0049D,0049D,,1
17,10,0049F,0049F,,1
17,10,0049G,0049G,,1
17,10,0049H,0049H,,1
17,10,0049I,0049I,,1
2,113,00534,00534,,1
2,107,00905,00905,,1
2,107,00906,00906,,1
2,107,00907,00907,,1
2,102,00860,00860,,1
2,92,0788C,0788C,,1
2,92,00785,00785,,1
1,1,00007,00007,,1
2,66,00551,00551,,1
2,66,00552,00552,,1
2,63,00502,00502,,1
2,61,0626A,0626A,,1
2,53,0401A,0401A,,1
2,52,00381,00381,,1
1,1,00008,00008,,1
2,31,00211,00211,,1
2,23,00185,00185,,1
2,12,0513A,0513A,,1
2,3,0020A,0020A,,1
20,7,00018,00018,,1
18,19,00139,00139,,1
18,19,00140,00140,,1
18,19,00141,00141,,1
18,3,00040,00040,,1
14,14,00073,00073,,1
14,14,00074,00074,,1
14,3,00015,00015,,1
14,1,00001,00001,,1
1,1,00009,00009,,1
10,11,00097,00097,,1
10,11,00098,00098,,1
10,12,0099A,0099A,,1
10,1,00011,00011,,1
10,1,00012,00012,,1
10,1,00013,00013,,1
10,1,00014,00014,,1
9,3,0032A,0032A,,1
9,3,0032B,0032B,,1
9,4,00034,00034,,1
2,132,00289,00289,,1
2,122,00993,00993,,1
2,111,00933,00933,,1
2,106,00895,00895,,1
2,107,00901,00901,,1
2,105,0878A,0878A,,1
2,84,00711,00711,,1
2,84,0711A,0711A,,1
2,80,00671,00671,,1
1,1,00010,00010,,1
2,63,0508A,0508A,,1
17,1,0003F,0003F,,1
18,1,00022,00022,,1
17,11,0052B,0052B,,1
17,17,0077C,0077C,,1
17,17,0077D,0077D,,1
17,5,0025D,0025D,,1
17,20,0090A,0090A,,1
17,20,0090B,0090B,,1
17,8,0040B,0040B,,1
17,1,0005M,0005M,,1
17,21,0095A,0095A,,1
17,21,0096B,0096B,,1
17,21,0097A,0097A,,1
17,8,0042C,0042C,,1
18,1,00026,00026,,1
18,1,00027,00027,,1
17,12,0057A,0057A,,1
17,12,0057B,0057B,,1
17,6,0029C,0029C,,1
18,16,00113,00113,,1
18,2,00037,00037,,1
18,2,00038,00038,,1
18,7,00062,00062,,1
17,15,0067A,0067A,,1
18,10,00076,00076,,1
18,10,00077,00077,,1
17,23,0100A,0100A,,1
17,23,0101A,0101A,,1
18,12,00083,00083,,1
19,1,01015,01015,,1
18,18,00134,00134,,1
18,18,00136,00136,,1
19,1,00002,00002,,1
17,15,0067B,0067B,,1
19,6,00072,00072,,1
19,6,00073,00073,,1
19,1,01021,01021,,1
21,14,0349A,0349A,,1
10,6,00048,00048,,1
10,6,00049,00049,,1
10,7,00053,00053,,1
10,4,00034,00034,,1
10,5,0042A,0042A,,1
10,5,0042B,0042B,,1
10,5,00043,00043,,1
10,4,00028,00028,,1
10,4,00031,00031,,1
10,4,00032,00032,,1
10,1,00018,00018,,1
10,2,00022,00022,,1
10,1,0010A,0010A,,1
10,1,00007,00007,,1
10,1,00008,00008,,1
10,1,00009,00009,,1
9,6,00071,00071,,1
9,6,0071A,0071A,,1
9,7,00072,00072,,1
9,7,0072A,0072A,,1
9,7,0072B,0072B,,1
9,8,00082,00082,,1
10,1,00001,00001,,1
10,1,00006,00006,,1
9,5,0043A,0043A,,1
9,5,0043C,0043C,,1
9,6,0050B,0050B,,1
9,6,0051A,0051A,,1
9,6,0058A,0058A,,1
9,6,0059A,0059A,,1
9,6,00067,00067,,1
9,4,0037C,0037C,,1
9,1,00007,00007,,1
9,1,00018,00018,,1
9,1,0018A,0018A,,1
9,1,00019,00019,,1
9,2,0024B,0024B,,1
9,3,00026,00026,,1
9,3,00029,00029,,1
9,1,00003,00003,,1
9,1,00004,00004,,1
8,18,00311,00311,,1
9,1,00001,00001,,1
8,16,00288,00288,,1
8,17,00302,00302,,1
8,17,00305,00305,,1
8,18,00310,00310,,1
8,14,00252,00252,,1
8,15,00266,00266,,1
8,15,00268,00268,,1
1,13,00138,00138,,1
8,15,00283,00283,,1
8,15,00286,00286,,1
8,13,00235,00235,,1
8,13,00236,00236,,1
8,13,00246,00246,,1
8,13,00249,00249,,1
1,13,00139,00139,,1
8,13,00230,00230,,1
8,13,00231,00231,,1
8,13,00232,00232,,1
8,13,00233,00233,,1
8,10,00202,00202,,1
8,10,0202A,0202A,,1
8,12,00214,00214,,1
8,10,00182,00182,,1
8,10,00183,00183,,1
8,9,00158,00158,,1
8,9,00162,00162,,1
8,9,00163,00163,,1
8,9,00164,00164,,1
8,9,00166,00166,,1
8,9,00175,00175,,1
8,7,00128,00128,,1
8,7,00138,00138,,1
8,7,00139,00139,,1
8,8,00141,00141,,1
8,8,00156,00156,,1
8,9,00157,00157,,1
19,2,00027,00027,,1
19,2,01801,01801,,1
19,2,01802,01802,,1
19,3,03002,03002,,1
18,1,00012,00012,,1
18,1,00013,00013,,1
20,5,0014A,0014A,,1
19,3,03009,03009,,1
18,13,00090,00090,,1
18,13,0090A,0090A,,1
19,9,00101,00101,,1
19,9,00102,00102,,1
19,9,00104,00104,,1
19,1,01003,01003,,1
21,1,00403,00403,,1
20,6,00017,00017,,1
19,1,01007,01007,,1
1,10,00110,00110,,1
1,10,00111,00111,,1
2,37,00293,00293,,1
2,37,00294,00294,,1
4,4,0043C,0043C,,1
2,36,00291,00291,,1
1,10,00112,00112,,1
1,11,00113,00113,,1
4,3,00038,00038,,1
4,3,00039,00039,,1
2,132,0290B,0290B,,1
2,128,00304,00304,,1
2,125,01017,01017,,1
2,125,01021,01021,,1
2,4,00032,00032,,1
2,4,00034,00034,,1
2,4,00026,00026,,1
2,4,00027,00027,,1
1,11,00114,00114,,1
2,35,0773A,0773A,,1
2,3,0022B,0022B,,1
2,4,00023,00023,,1
2,4,00025,00025,,1
19,3,03012,03012,,1
21,2,00364,00364,,1
13,2,00027,00027,,1
13,3,0030E,0030E,,1
14,1,00003,00003,,1
15,1,00002,00002,,1
13,6,0049B,0049B,,1
13,6,00050,00050,,1
13,6,00051,00051,,1
16,9,00041,00041,,1
15,9,0035B,0035B,,1
15,9,00036,00036,,1
15,9,00038,00038,,1
15,10,00039,00039,,1
15,10,00040,00040,,1
17,1,0003G,0003G,,1
17,1,0003H,0003H,,1
14,12,00065,00065,,1
16,12,00068,00068,,1
16,12,0068B,0068B,,1
16,12,00069,00069,,1
17,7,0032B,0032B,,1
19,4,00049,00049,,1
19,4,00050,00050,,1
19,4,00051,00051,,1
19,5,00052,00052,,1
1,15,00163,00163,,1
4,2,0025A,0025A,,1
4,2,00026,00026,,1
1,15,00160,00160,,1
1,15,00161,00161,,1
4,8,00109,00109,,1
4,8,00112,00112,,1
4,8,00117,00117,,1
4,2,0020B,0020B,,1
4,2,00021,00021,,1
4,2,00022,00022,,1
2,29,00189,00189,,1
1,15,00158,00158,,1
1,14,00155,00155,,1
1,14,00156,00156,,1
2,77,0655A,0655A,,1
1,14,00157,00157,,1
17,15,0067C,0067C,,1
17,8,0043E,0043E,,1
17,8,0044F,0044F,,1
17,10,0050B,0050B,,1
17,10,0050C,0050C,,1
17,10,0051A,0051A,,1
17,11,0053A,0053A,,1
17,11,0053B,0053B,,1
17,8,0041A,0041A,,1
17,8,0041B,0041B,,1
17,8,0041C,0041C,,1
17,8,0043B,0043B,,1
17,7,0032A,0032A,,1
17,6,0026B,0026B,,1
17,7,0030B,0030B,,1
17,7,0031A,0031A,,1
17,3,0012B,0012B,,1
17,4,0015B,0015B,,1
17,4,0015C,0015C,,1
2,63,00461,00461,,1
2,63,00469,00469,,1
17,1,0005H,0005H,,1
17,1,0005K,0005K,,1
17,1,0005L,0005L,,1
2,63,00477,00477,,1
17,1,0005N,0005N,,1
17,3,0010A,0010A,,1
17,3,0011A,0011A,,1
17,3,0012A,0012A,,1
17,1,0005B,0005B,,1
17,1,0005C,0005C,,1
17,1,0005D,0005D,,1
17,1,0005F,0005F,,1
2,61,00630,00630,,1
2,56,00424,00424,,1
2,4,00030,00030,,1
2,56,00427,00427,,1
2,21,00175,00175,,1
2,3,00017,00017,,1
2,120,00239,00239,,1
13,2,0027B,0027B,,1
11,9,00033,00033,,1
11,10,00034,00034,,1
13,2,00028,00028,,1
12,14,00042,00042,,1
13,2,0026A,0026A,,1
11,2,00009,00009,,1
13,4,00034,00034,,1
13,4,0034B,0034B,,1
12,4,0009B,0009B,,1
12,4,00010,00010,,1
12,4,0011A,0011A,,1
13,3,00031,00031,,1
13,1,00023,00023,,1
13,3,00032,00032,,1
11,12,00048,00048,,1
13,6,00053,00053,,1
13,3,0030A,0030A,,1
13,3,0030B,0030B,,1
13,6,00047,00047,,1
13,2,0025A,0025A,,1
13,6,0047A,0047A,,1
13,3,0030C,0030C,,1
13,4,0037A,0037A,,1
12,6,00020,00020,,1
12,6,00021,00021,,1
13,9,00069,00069,,1
13,4,00038,00038,,1
13,9,00070,00070,,1
13,3,00029,00029,,1
13,7,00061,00061,,1
13,4,0034D,0034D,,1
13,8,00066,00066,,1
13,1,00015,00015,,1
13,16,0107A,0107A,,1
13,6,00054,00054,,1
13,12,00092,00092,,1
13,12,00093,00093,,1
13,4,00035,00035,,1
13,13,00099,00099,,1
13,7,00058,00058,,1
13,3,0029A,0029A,,1
13,11,00089,00089,,1
10,5,00045,00045,,1
10,5,00046,00046,,1
13,7,00060,00060,,1
13,6,00048,00048,,1
13,16,00115,00115,,1
13,9,00071,00071,,1
13,16,00121,00121,,1
13,16,00122,00122,,1
13,4,00037,00037,,1
14,1,00004,00004,,1
13,16,0107B,0107B,,1
14,1,0004A,0004A,,1
13,9,0076A,0076A,,1
14,1,00002,00002,,1
13,16,0107C,0107C,,1
13,6,0049A,0049A,,1
14,6,00034,00034,,1
14,6,00035,00035,,1
14,2,00010,00010,,1
13,14,00100,00100,,1
14,2,00011,00011,,1
13,18,00130,00130,,1
14,3,00018,00018,,1
13,10,00081,00081,,1
13,8,0067A,0067A,,1
13,8,00068,00068,,1
14,8,00049,00049,,1
14,8,00050,00050,,1
14,1,00005,00005,,1
14,9,00055,00055,,1
13,18,00131,00131,,1
14,7,00037,00037,,1
14,1,00007,00007,,1
13,16,00107,00107,,1
14,15,00075,00075,,1
14,8,00044,00044,,1
14,16,00078,00078,,1
14,1,0008B,0008B,,1
14,13,0059A,0059A,,1
14,13,00068,00068,,1
14,13,0068A,0068A,,1
14,13,0068B,0068B,,1
2,113,00536,00536,,1
10,15,00118,00118,,1
10,7,00070,00070,,1
10,8,0071A,0071A,,1
10,8,0071B,0071B,,1
10,8,00072,00072,,1
10,9,00078,00078,,1
10,9,00079,00079,,1
10,15,00123,00123,,1
10,15,00119,00119,,1
13,3,0031B,0031B,,1
11,15,00058,00058,,1
2,7,00073,00073,,1
2,3,00019,00019,,1
18,19,00142,00142,,1
2,1,00001,00001,,1
18,14,00097,00097,,1
18,14,00098,00098,,1
18,1,00028,00028,,1
2,134,0668B,0668B,,1
2,130,00399,00399,,1
2,124,01010,01010,,1
2,124,01011,01011,,1
2,122,00996,00996,,1
2,114,00953,00953,,1
2,108,00913,00913,,1
2,105,0879A,0879A,,1
2,104,00871,00871,,1
2,92,0787A,0787A,,1
2,92,0786A,0786A,,1
2,92,00783,00783,,1
2,85,00734,00734,,1
2,82,00686,00686,,1
2,80,00669,00669,,1
2,79,0663D,0663D,,1
2,79,00664,00664,,1
2,71,00599,00599,,1
2,71,00600,00600,,1
2,72,00604,00604,,1
2,70,00592,00592,,1
2,63,00519,00519,,1
2,63,00520,00520,,1
2,63,00496,00496,,1
2,11,0792B,0792B,,1
2,77,00654,00654,,1
2,11,0790A,0790A,,1
2,61,0631C,0631C,,1
2,52,00384,00384,,1
2,50,00370,00370,,1
2,11,0792C,0792C,,1
2,10,0117A,0117A,,1
2,7,00072,00072,,1
1,1,00011,00011,,1
2,3,00020,00020,,1
20,7,0021B,0021B,,1
19,9,00108,00108,,1
19,9,00109,00109,,1
19,9,00113,00113,,1
19,1,01006,01006,,1
14,16,00080,00080,,1
14,8,00045,00045,,1
14,8,00046,00046,,1
12,6,0018A,0018A,,1
2,132,0290A,0290A,,1
2,122,00998,00998,,1
2,117,00976,00976,,1
2,117,00977,00977,,1
2,117,00978,00978,,1
2,108,00917,00917,,1
2,108,00918,00918,,1
2,108,00919,00919,,1
2,108,00920,00920,,1
2,108,00921,00921,,1
2,108,00922,00922,,1
2,106,0892A,0892A,,1
2,104,0871C,0871C,,1
2,104,0871D,0871D,,1
2,105,00872,00872,,1
1,1,00012,00012,,1
2,89,00771,00771,,1
2,84,0711C,0711C,,1
2,84,0711D,0711D,,1
2,70,0593A,0593A,,1
2,69,00575,00575,,1
2,63,00472,00472,,1
2,63,00473,00473,,1
2,60,00444,00444,,1
2,53,0397C,0397C,,1
1,1,00013,00013,,1
1,4,00055,00055,,1
2,52,00376,00376,,1
6,1,00006,00006,,1
6,1,0007A,0007A,,1
6,1,00012,00012,,1
6,1,0013A,0013A,,1
6,1,00003,00003,,1
6,1,00004,00004,,1
6,1,0011B,0011B,,1
17,7,0031C,0031C,,1
6,1,0007B,0007B,,1
6,1,0011A,0011A,,1
6,1,00009,00009,,1
6,1,00010,00010,,1
6,1,0008B,0008B,,1
6,1,0016A,0016A,,1
2,79,00663,00663,,1
2,79,0664A,0664A,,1
2,79,0664B,0664B,,1
2,37,00292,00292,,1
4,3,0041A,0041A,,1
2,80,00672,00672,,1
2,81,00678,00678,,1
2,81,00679,00679,,1
21,20,00420,00420,,1
21,2,0368A,0368A,,1
20,1,00005,00005,,1
20,1,0005A,0005A,,1
20,1,00006,00006,,1
18,15,00104,00104,,1
18,15,00110,00110,,1
18,15,00111,00111,,1
18,15,00112,00112,,1
17,6,0027A,0027A,,1
17,6,0028B,0028B,,1
17,6,0028C,0028C,,1
17,6,0028D,0028D,,1
17,6,0028E,0028E,,1
17,1,0003C,0003C,,1
17,1,0003E,0003E,,1
16,12,00065,00065,,1
16,9,00043,00043,,1
15,16,00061,00061,,1
15,1,00006,00006,,1
15,1,00007,00007,,1
14,16,00077,00077,,1
13,17,00125,00125,,1
21,20,0420A,0420A,,1
13,10,00082,00082,,1
13,10,00083,00083,,1
13,6,00049,00049,,1
13,3,00033,00033,,1
11,18,00074,00074,,1
11,18,00075,00075,,1
11,19,00076,00076,,1
9,9,0084C,0084C,,1
8,5,00098,00098,,1
8,1,00017,00017,,1
7,15,00095,00095,,1
7,15,00096,00096,,1
7,1,00013,00013,,1
7,1,00014,00014,,1
6,14,00098,00098,,1
6,6,00045,00045,,1
6,6,00046,00046,,1
6,6,00047,00047,,1
6,1,0005A,0005A,,1
5,11,00067,00067,,1
5,4,00023,00023,,1
5,1,00004,00004,,1
5,1,00005,00005,,1
4,23,00348,00348,,1
4,20,00293,00293,,1
4,20,00294,00294,,1
4,20,0294A,0294A,,1
4,20,00295,00295,,1
4,14,00218,00218,,1
4,14,00219,00219,,1
4,13,00160,00160,,1
4,13,0160A,0160A,,1
4,13,00161,00161,,1
4,8,00111,00111,,1
4,1,0014J,0014J,,1
4,1,0012D,0012D,,1
4,1,0010J,0010J,,1
4,1,0007G,0007G,,1
3,15,00132,00132,,1
3,15,00133,00133,,1
3,15,00134,00134,,1
3,15,00135,00135,,1
3,1,00005,00005,,1
2,16,0156B,0156B,,1
2,125,01019,01019,,1
2,125,01020,01020,,1
2,112,00944,00944,,1
2,107,00908,00908,,1
2,107,00909,00909,,1
2,107,00910,00910,,1
2,16,0156A,0156A,,1
2,50,00368,00368,,1
2,50,00369,00369,,1
2,61,0631B,0631B,,1
2,52,0377A,0377A,,1
2,61,0631D,0631D,,1
2,135,0207L,0207L,,1
2,52,00378,00378,,1
3,1,00003,00003,,1
2,52,00388,00388,,1
2,61,00628,00628,,1
4,4,00045,00045,,1
8,5,00099,00099,,1
8,5,00101,00101,,1
8,6,00124,00124,,1
8,3,00073,00073,,1
8,3,00074,00074,,1
8,4,00077,00077,,1
8,4,00092,00092,,1
8,2,00048,00048,,1
8,2,00054,00054,,1
8,2,00056,00056,,1
8,2,00057,00057,,1
8,3,00059,00059,,1
1,13,00140,00140,,1
8,3,00061,00061,,1
8,2,00021,00021,,1
8,2,00022,00022,,1
8,2,00023,00023,,1
8,2,00037,00037,,1
8,2,00046,00046,,1
8,1,00012,00012,,1
8,1,00013,00013,,1
8,1,00015,00015,,1
2,35,00773,00773,,1
2,33,00282,00282,,1
2,34,00490,00490,,1
2,124,01008,01008,,1
2,124,01009,01009,,1
1,11,00115,00115,,1
2,125,01013,01013,,1
2,123,00344,00344,,1
2,32,00179,00179,,1
2,30,00202,00202,,1
2,30,00203,00203,,1
1,11,00116,00116,,1
2,2,00010,00010,,1
2,131,00613,00613,,1
4,2,00025,00025,,1
1,11,00117,00117,,1
4,8,00116,00116,,1
4,8,0116A,0116A,,1
4,2,0020A,0020A,,1
1,15,00159,00159,,1
2,27,0248E,0248E,,1
2,28,00252,00252,,1
2,28,00254,00254,,1
1,14,00154,00154,,1
1,14,00152,00152,,1
1,14,00153,00153,,1
8,1,00008,00008,,1
8,1,00009,00009,,1
8,1,00010,00010,,1
8,1,00011,00011,,1
1,13,00141,00141,,1
7,15,00109,00109,,1
8,1,00001,00001,,1
8,1,00002,00002,,1
8,1,00004,00004,,1
8,1,00005,00005,,1
7,15,00097,00097,,1
7,15,00098,00098,,1
7,15,00101,00101,,1
7,15,00102,00102,,1
7,15,00104,00104,,1
7,15,00105,00105,,1
7,15,00107,00107,,1
7,6,0054B,0054B,,1
7,7,00055,00055,,1
7,7,00056,00056,,1
7,7,00057,00057,,1
7,12,00068,00068,,1
7,12,00069,00069,,1
7,13,00075,00075,,1
7,13,00077,00077,,1
7,13,00078,00078,,1
7,15,00086,00086,,1
7,15,00093,00093,,1
7,2,00030,00030,,1
7,2,00031,00031,,1
7,5,00039,00039,,1
7,5,00040,00040,,1
7,5,0044A,0044A,,1
7,6,00047,00047,,1
7,6,00048,00048,,1
7,1,00012,00012,,1
1,13,00142,00142,,1
7,1,00016,00016,,1
7,1,00017,00017,,1
7,1,00021,00021,,1
7,2,00026,00026,,1
7,2,00028,00028,,1
7,2,00029,00029,,1
6,25,00136,00136,,1
6,25,0138B,0138B,,1
6,25,00139,00139,,1
7,1,00003,00003,,1
7,1,00006,00006,,1
7,1,00007,00007,,1
7,1,00009,00009,,1
6,23,00128,00128,,1
