distrito_id,seccion_id,circuito_id,nombre,municipio_id,eleccionorigen_id
2,52,00382,00382,,1
21,15,0355A,0355A,,1
4,1,0010A,0010A,,1
4,1,0010D,0010D,,1
4,9,00133,00133,,1
4,1,00010,00010,,1
4,1,0010F,0010F,,1
21,15,0356A,0356A,,1
4,1,0010B,0010B,,1
4,1,0014H,0014H,,1
23,17,00233,00233,,1
23,13,00179,00179,,1
23,14,00207,00207,,1
23,14,00208,00208,,1
23,12,00161,00161,,1
23,12,00162,00162,,1
23,12,00147,00147,,1
23,10,00114,00114,,1
23,10,00115,00115,,1
23,11,00129,00129,,1
23,9,00096,00096,,1
23,6,00076,00076,,1
23,4,00043,00043,,1
23,4,00051,00051,,1
15,1,0001D,0001D,,1
15,1,0001E,0001E,,1
15,1,00074,00074,,1
16,3,0009A,0009A,,1
2,66,00549,00549,,1
14,13,0068C,0068C,,1
13,16,00116,00116,,1
13,16,00124,00124,,1
13,14,0100C,0100C,,1
13,11,00090,00090,,1
13,9,0076B,0076B,,1
2,27,0248B,0248B,,1
2,68,00572,00572,,1
2,105,00882,00882,,1
2,105,0882A,0882A,,1
3,1,00004,00004,,1
3,13,00124,00124,,1
3,15,00131,00131,,1
4,1,0013A,0013A,,1
2,8,00099,00099,,1
4,1,0014G,0014G,,1
2,8,00100,00100,,1
4,8,00110,00110,,1
4,8,0110A,0110A,,1
2,8,00101,00101,,1
2,8,00102,00102,,1
4,20,00288,00288,,1
4,20,0288A,0288A,,1
2,8,00103,00103,,1
2,8,0103A,0103A,,1
2,8,00104,00104,,1
2,44,00331,00331,,1
2,44,00332,00332,,1
2,44,00333,00333,,1
2,44,00334,00334,,1
18,15,00103,00103,,1
2,27,0248F,0248F,,1
2,27,0249A,0249A,,1
2,27,0249B,0249B,,1
2,128,0304C,0304C,,1
2,121,00989,00989,,1
13,7,00059,00059,,1
13,4,0034C,0034C,,1
13,4,0034A,0034A,,1
13,3,00030,00030,,1
13,1,00022,00022,,1
2,117,00973,00973,,1
2,59,00437,00437,,1
2,59,00438,00438,,1
2,59,00439,00439,,1
2,24,0230A,0230A,,1
2,24,00231,00231,,1
2,7,00080,00080,,1
13,2,00026,00026,,1
13,1,00014,00014,,1
13,1,0018A,0018A,,1
13,1,00021,00021,,1
12,18,0062E,0062E,,1
13,1,00001,00001,,1
13,1,00009,00009,,1
12,8,0030A,0030A,,1
12,8,0030B,0030B,,1
12,13,0041E,0041E,,1
12,13,0041F,0041F,,1
12,13,0041G,0041G,,1
12,13,0041H,0041H,,1
12,6,0018B,0018B,,1
12,6,00019,00019,,1
12,1,0001N,0001N,,1
12,1,0002B,0002B,,1
12,1,0001H,0001H,,1
12,1,0001L,0001L,,1
11,19,00077,00077,,1
11,21,00087,00087,,1
12,1,0001B,0001B,,1
11,16,00061,00061,,1
11,4,00014,00014,,1
11,4,00015,00015,,1
11,8,00027,00027,,1
10,16,0125A,0125A,,1
10,11,0090A,0090A,,1
10,12,0106B,0106B,,1
10,12,00107,00107,,1
10,4,0033B,0033B,,1
9,7,00075,00075,,1
9,6,0060A,0060A,,1
9,6,00061,00061,,1
9,6,00062,00062,,1
9,6,00063,00063,,1
9,4,0034B,0034B,,1
9,4,0034C,0034C,,1
9,4,00035,00035,,1
9,4,0038A,0038A,,1
9,1,0021A,0021A,,1
9,2,00022,00022,,1
2,114,00954,00954,,1
2,114,00955,00955,,1
23,1,00022,00022,,1
23,12,00163,00163,,1
13,4,00039,00039,,1
13,4,00036,00036,,1
13,1,00024,00024,,1
13,2,0025B,0025B,,1
13,1,00016,00016,,1
13,1,00017,00017,,1
13,1,0018B,0018B,,1
3,1,00002,00002,,1
14,17,00082,00082,,1
18,6,00058,00058,,1
4,23,0349A,0349A,,1
4,24,00350,00350,,1
4,24,00351,00351,,1
4,24,0351A,0351A,,1
4,24,00354,00354,,1
4,24,00355,00355,,1
4,24,00356,00356,,1
4,26,00386,00386,,1
4,26,00387,00387,,1
5,1,0007A,0007A,,1
5,5,00032,00032,,1
5,1,00003,00003,,1
5,25,00146,00146,,1
5,12,0073A,0073A,,1
5,12,00074,00074,,1
5,11,00068,00068,,1
5,14,00089,00089,,1
5,14,00090,00090,,1
5,15,00094,00094,,1
23,2,00028,00028,,1
22,24,00204,00204,,1
22,24,00205,00205,,1
22,24,00206,00206,,1
22,27,00222,00222,,1
22,22,00190,00190,,1
22,22,00191,00191,,1
22,17,00145,00145,,1
22,17,0145A,0145A,,1
22,18,00158,00158,,1
22,21,00177,00177,,1
22,6,00045,00045,,1
22,6,00046,00046,,1
22,6,00056,00056,,1
22,6,00057,00057,,1
22,11,00098,00098,,1
22,11,00099,00099,,1
22,15,00130,00130,,1
22,16,00131,00131,,1
22,16,00132,00132,,1
22,16,00133,00133,,1
22,7,00067,00067,,1
22,7,00068,00068,,1
22,2,00024,00024,,1
22,2,00026,00026,,1
22,5,00038,00038,,1
22,1,00009,00009,,1
22,2,00022,00022,,1
12,18,0061A,0061A,,1
12,18,0061B,0061B,,1
12,18,0061C,0061C,,1
12,18,0061D,0061D,,1
12,18,0062A,0062A,,1
12,18,0062B,0062B,,1
12,18,0062C,0062C,,1
18,5,00053,00053,,1
20,3,00011,00011,,1
20,4,00012,00012,,1
20,4,0012A,0012A,,1
20,4,0012B,0012B,,1
20,4,00013,00013,,1
14,4,00023,00023,,1
12,18,0062D,0062D,,1
10,8,0073A,0073A,,1
10,8,0073B,0073B,,1
10,8,0074A,0074A,,1
10,8,0074B,0074B,,1
10,8,00075,00075,,1
10,9,00076,00076,,1
2,63,00466,00466,,1
2,63,00486,00486,,1
2,28,00253,00253,,1
21,2,00372,00372,,1
21,2,00373,00373,,1
17,19,0085B,0085B,,1
17,19,0086A,0086A,,1
17,19,0087A,0087A,,1
17,19,0088B,0088B,,1
17,7,0036A,0036A,,1
2,85,0734A,0734A,,1
2,85,00735,00735,,1
2,85,00736,00736,,1
2,85,00738,00738,,1
2,85,0738A,0738A,,1
2,14,00144,00144,,1
2,14,00145,00145,,1
18,8,00065,00065,,1
18,8,00066,00066,,1
9,1,00002,00002,,1
8,17,0304A,0304A,,1
8,18,00312,00312,,1
8,13,00237,00237,,1
8,14,00258,00258,,1
8,14,00259,00259,,1
8,9,00159,00159,,1
8,7,00130,00130,,1
8,4,00078,00078,,1
8,2,00058,00058,,1
8,1,00007,00007,,1
7,6,0054A,0054A,,1
4,26,00397,00397,,1
7,1,00005,00005,,1
6,13,00090,00090,,1
6,13,00087,00087,,1
2,83,00706,00706,,1
4,1,0010H,0010H,,1
2,84,00722,00722,,1
2,84,00723,00723,,1
2,84,00724,00724,,1
2,83,00708,00708,,1
2,87,00751,00751,,1
4,1,0011C,0011C,,1
2,91,00780,00780,,1
2,94,00809,00809,,1
2,94,00810,00810,,1
2,94,00811,00811,,1
2,94,00812,00812,,1
2,100,00746,00746,,1
2,80,00670,00670,,1
2,15,00152,00152,,1
2,15,00153,00153,,1
2,15,0153A,0153A,,1
2,67,00555,00555,,1
2,67,00556,00556,,1
2,67,00557,00557,,1
2,102,00863,00863,,1
2,109,00927,00927,,1
2,110,00929,00929,,1
2,124,1011A,1011A,,1
24,1,00001,00001,,1
23,4,00053,00053,,1
22,12,00106,00106,,1
22,12,00107,00107,,1
21,17,00279,00279,,1
21,17,00280,00280,,1
21,13,00308,00308,,1
21,9,00005,00005,,1
21,9,00006,00006,,1
21,3,00130,00130,,1
21,3,00131,00131,,1
21,3,00132,00132,,1
21,3,00133,00133,,1
21,3,00134,00134,,1
21,1,0404B,0404B,,1
13,8,0068A,0068A,,1
13,1,00002,00002,,1
13,1,00003,00003,,1
12,1,0001J,0001J,,1
9,3,0031A,0031A,,1
9,3,0031B,0031B,,1
8,12,00228,00228,,1
8,8,00142,00142,,1
8,8,00143,00143,,1
8,8,00144,00144,,1
8,8,00145,00145,,1
8,8,00146,00146,,1
8,8,00147,00147,,1
8,8,00148,00148,,1
8,2,00040,00040,,1
8,2,00043,00043,,1
8,2,00044,00044,,1
8,2,00045,00045,,1
7,5,0044B,0044B,,1
7,5,0044C,0044C,,1
7,6,00045,00045,,1
4,3,00031,00031,,1
2,63,0497F,0497F,,1
21,15,00341,00341,,1
21,15,0341A,0341A,,1
21,15,0341B,0341B,,1
21,15,0343A,0343A,,1
5,21,0128A,0128A,,1
5,21,00129,00129,,1
5,21,00130,00130,,1
6,4,00039,00039,,1
6,5,00042,00042,,1
21,22,0256A,0256A,,1
18,15,00105,00105,,1
2,60,00452,00452,,1
2,60,00453,00453,,1
2,60,00454,00454,,1
2,60,00455,00455,,1
2,60,00456,00456,,1
2,105,0880A,0880A,,1
21,20,0417A,0417A,,1
21,19,0214A,0214A,,1
21,17,00281,00281,,1
21,16,00204,00204,,1
6,7,00049,00049,,1
6,7,0055A,0055A,,1
6,9,00071,00071,,1
6,11,00081,00081,,1
6,11,00082,00082,,1
6,12,00083,00083,,1
6,21,00124,00124,,1
6,21,00125,00125,,1
6,7,0055B,0055B,,1
6,7,00056,00056,,1
5,20,00121,00121,,1
5,20,00122,00122,,1
5,11,00070,00070,,1
5,14,00083,00083,,1
5,14,00084,00084,,1
5,6,0037B,0037B,,1
4,21,00319,00319,,1
4,21,00320,00320,,1
4,21,0326A,0326A,,1
4,21,0316A,0316A,,1
4,20,00310,00310,,1
4,20,0310A,0310A,,1
4,20,00298,00298,,1
4,20,00304,00304,,1
4,20,00282,00282,,1
4,20,00285,00285,,1
4,20,00286,00286,,1
4,19,00270,00270,,1
4,20,00277,00277,,1
4,20,00279,00279,,1
4,18,00262,00262,,1
4,17,00248,00248,,1
2,19,00165,00165,,1
4,18,0265B,0265B,,1
2,19,0165A,0165A,,1
2,19,0165B,0165B,,1
2,19,0166A,0166A,,1
2,19,00167,00167,,1
2,19,0167A,0167A,,1
2,20,00169,00169,,1
4,1,0005B,0005B,,1
3,11,00094,00094,,1
3,11,00095,00095,,1
3,11,00096,00096,,1
3,11,00097,00097,,1
2,20,00170,00170,,1
2,20,00171,00171,,1
2,20,0171A,0171A,,1
2,20,00172,00172,,1
2,29,00190,00190,,1
22,21,00182,00182,,1
22,10,00093,00093,,1
22,10,00094,00094,,1
21,22,00264,00264,,1
21,22,00267,00267,,1
21,22,00253,00253,,1
21,21,00162,00162,,1
21,21,00163,00163,,1
21,21,00164,00164,,1
21,16,00181,00181,,1
2,31,00212,00212,,1
2,31,00213,00213,,1
2,31,00223,00223,,1
2,31,00224,00224,,1
2,31,00225,00225,,1
2,31,00226,00226,,1
9,9,0083A,0083A,,1
9,9,0083B,0083B,,1
9,9,0083C,0083C,,1
9,9,00084,00084,,1
9,9,0084A,0084A,,1
9,9,0084B,0084B,,1
11,17,00065,00065,,1
11,17,00066,00066,,1
11,17,00067,00067,,1
11,17,00068,00068,,1
11,18,00072,00072,,1
11,18,00073,00073,,1
12,16,0052B,0052B,,1
12,16,00053,00053,,1
12,16,0054A,0054A,,1
12,16,0054B,0054B,,1
13,3,0032A,0032A,,1
17,6,0026A,0026A,,1
21,4,0384B,0384B,,1
21,5,00105,00105,,1
21,5,00106,00106,,1
21,13,00314,00314,,1
21,16,00196,00196,,1
21,16,0196A,0196A,,1
21,16,0196B,0196B,,1
21,16,00197,00197,,1
23,9,00100,00100,,1
23,9,00101,00101,,1
23,10,00102,00102,,1
23,10,00103,00103,,1
2,9,00106,00106,,1
2,9,00107,00107,,1
2,9,00108,00108,,1
2,9,00109,00109,,1
2,9,00110,00110,,1
2,9,00111,00111,,1
2,9,00114,00114,,1
4,21,00323,00323,,1
4,21,0326B,0326B,,1
4,21,0316B,0316B,,1
4,20,00299,00299,,1
4,20,0295A,0295A,,1
4,20,00296,00296,,1
4,17,00258,00258,,1
4,18,00259,00259,,1
4,16,00239,00239,,1
4,16,00240,00240,,1
4,16,00241,00241,,1
4,16,00243,00243,,1
4,15,00225,00225,,1
2,48,00349,00349,,1
4,15,00229,00229,,1
4,15,0229A,0229A,,1
4,16,00230,00230,,1
4,16,00235,00235,,1
4,14,00198,00198,,1
4,14,00199,00199,,1
4,14,00200,00200,,1
4,14,00213,00213,,1
4,14,00214,00214,,1
4,13,00186,00186,,1
4,13,00172,00172,,1
4,13,00183,00183,,1
4,13,00165,00165,,1
4,13,00166,00166,,1
4,12,00156,00156,,1
4,12,00157,00157,,1
4,12,00159,00159,,1
4,13,00162,00162,,1
4,12,00154,00154,,1
4,12,00155,00155,,1
4,12,00148,00148,,1
4,12,00152,00152,,1
4,12,00153,00153,,1
4,9,00134,00134,,1
4,11,00146,00146,,1
2,104,0871A,0871A,,1
2,104,0871B,0871B,,1
21,2,0368D,0368D,,1
21,1,00406,00406,,1
19,7,00081,00081,,1
2,28,00255,00255,,1
2,28,0255A,0255A,,1
2,28,00256,00256,,1
18,14,00100,00100,,1
17,12,0056G,0056G,,1
17,5,0025F,0025F,,1
17,5,0025G,0025G,,1
17,1,0001C,0001C,,1
13,16,00112,00112,,1
13,3,0031A,0031A,,1
12,9,00033,00033,,1
12,10,0034A,0034A,,1
12,12,0038A,0038A,,1
11,19,00081,00081,,1
11,19,00082,00082,,1
11,1,00001,00001,,1
11,1,00002,00002,,1
10,2,00023,00023,,1
10,2,00024,00024,,1
10,3,0025A,0025A,,1
10,3,0025B,0025B,,1
9,1,0008B,0008B,,1
9,1,00009,00009,,1
9,1,00011,00011,,1
9,1,00014,00014,,1
9,1,00015,00015,,1
9,1,00016,00016,,1
8,15,00267,00267,,1
8,9,00174,00174,,1
8,9,0174A,0174A,,1
6,23,00129,00129,,1
4,18,00263,00263,,1
4,18,0263A,0263A,,1
4,13,00189,00189,,1
2,48,00351,00351,,1
2,48,00352,00352,,1
23,9,00099,00099,,1
22,9,00075,00075,,1
22,9,00076,00076,,1
21,16,00188,00188,,1
21,16,00189,00189,,1
21,13,00313,00313,,1
21,9,0011A,0011A,,1
19,3,03001,03001,,1
13,16,00123,00123,,1
13,10,00078,00078,,1
4,1,0013F,0013F,,1
4,1,0011F,0011F,,1
4,1,00009,00009,,1
3,3,00025,00025,,1
3,3,00026,00026,,1
3,3,00027,00027,,1
3,3,00028,00028,,1
2,83,00703,00703,,1
2,83,00704,00704,,1
2,83,00705,00705,,1
2,83,0705A,0705A,,1
2,114,0955A,0955A,,1
3,3,00022,00022,,1
3,3,00023,00023,,1
3,3,00024,00024,,1
6,22,00127,00127,,1
8,9,00171,00171,,1
8,9,00172,00172,,1
8,9,00173,00173,,1
9,1,00008,00008,,1
9,1,0008A,0008A,,1
11,19,00078,00078,,1
11,19,00079,00079,,1
11,19,00080,00080,,1
12,8,0031B,0031B,,1
12,8,0031C,0031C,,1
12,8,00032,00032,,1
15,15,00058,00058,,1
15,15,0058A,0058A,,1
15,15,0058B,0058B,,1
15,15,0058C,0058C,,1
15,15,0058D,0058D,,1
15,15,0059A,0059A,,1
17,11,0054B,0054B,,1
17,11,0055A,0055A,,1
17,11,0055B,0055B,,1
17,11,0055C,0055C,,1
17,12,0056A,0056A,,1
21,3,00129,00129,,1
8,12,00215,00215,,1
8,15,00287,00287,,1
8,13,00250,00250,,1
8,13,00251,00251,,1
8,16,00289,00289,,1
8,16,00290,00290,,1
8,5,00104,00104,,1
8,5,00105,00105,,1
8,10,00189,00189,,1
8,10,00192,00192,,1
9,7,00073,00073,,1
9,7,00074,00074,,1
10,9,00081,00081,,1
10,9,00082,00082,,1
10,11,0090B,0090B,,1
10,11,0090C,0090C,,1
10,11,00091,00091,,1
9,6,00060,00060,,1
10,12,00105,00105,,1
10,12,0106A,0106A,,1
10,13,00108,00108,,1
22,12,00105,00105,,1
22,12,0105A,0105A,,1
21,17,00276,00276,,1
21,17,0276A,0276A,,1
4,13,00164,00164,,1
21,16,0181A,0181A,,1
21,16,00182,00182,,1
21,16,00184,00184,,1
21,16,00186,00186,,1
21,16,00187,00187,,1
4,20,00287,00287,,1
2,114,0955B,0955B,,1
2,114,00956,00956,,1
4,7,00100,00100,,1
2,87,00749,00749,,1
2,87,00750,00750,,1
2,84,00720,00720,,1
2,84,00721,00721,,1
16,13,00071,00071,,1
16,13,0071A,0071A,,1
21,2,00374,00374,,1
12,16,0052A,0052A,,1
11,17,00063,00063,,1
11,17,00064,00064,,1
10,3,00026,00026,,1
10,3,00027,00027,,1
9,7,00081,00081,,1
9,9,00083,00083,,1
8,15,00274,00274,,1
6,5,00043,00043,,1
4,14,0215A,0215A,,1
4,14,00216,00216,,1
4,14,00217,00217,,1
4,8,00108,00108,,1
2,72,00607,00607,,1
2,72,00608,00608,,1
19,3,03019,03019,,1
19,6,00063,00063,,1
19,6,00066,00066,,1
19,1,01020,01020,,1
19,3,03008,03008,,1
19,1,01014,01014,,1
18,17,00132,00132,,1
19,1,00013,00013,,1
19,1,00015,00015,,1
17,20,0089C,0089C,,1
17,20,0089D,0089D,,1
17,20,0089E,0089E,,1
17,21,0094A,0094A,,1
17,12,0056F,0056F,,1
17,14,0064B,0064B,,1
17,14,0065A,0065A,,1
17,14,0065B,0065B,,1
17,15,0072D,0072D,,1
17,8,0044A,0044A,,1
17,11,0052A,0052A,,1
17,4,0015A,0015A,,1
17,4,0018B,0018B,,1
17,4,0018C,0018C,,1
17,1,0005A,0005A,,1
17,1,0005E,0005E,,1
2,22,00730,00730,,1
2,22,00731,00731,,1
23,11,00139,00139,,1
2,22,0731A,0731A,,1
22,18,0154A,0154A,,1
22,18,00155,00155,,1
22,18,00156,00156,,1
22,18,00160,00160,,1
22,19,00161,00161,,1
2,87,0747A,0747A,,1
2,87,00748,00748,,1
21,17,0276B,0276B,,1
2,121,00984,00984,,1
2,121,00985,00985,,1
2,121,00986,00986,,1
2,121,00987,00987,,1
2,121,00988,00988,,1
21,18,00082,00082,,1
17,7,0030A,0030A,,1
13,1,00010,00010,,1
13,1,00012,00012,,1
12,14,00043,00043,,1
12,4,0012A,0012A,,1
12,4,0012B,0012B,,1
12,1,0002C,0002C,,1
11,21,00089,00089,,1
11,16,00062,00062,,1
11,4,00016,00016,,1
11,8,00028,00028,,1
11,8,00029,00029,,1
10,16,0127B,0127B,,1
10,13,00110,00110,,1
10,13,0111A,0111A,,1
10,6,00050,00050,,1
11,3,00011,00011,,1
11,6,00022,00022,,1
11,20,00086,00086,,1
11,22,00093,00093,,1
11,10,00035,00035,,1
12,1,0001M,0001M,,1
12,1,0001O,0001O,,1
12,1,0001P,0001P,,1
11,1,00004,00004,,1
12,1,0002A,0002A,,1
12,1,0001D,0001D,,1
12,1,0001E,0001E,,1
12,6,00025,00025,,1
13,2,00025,00025,,1
13,1,00011,00011,,1
13,2,0027A,0027A,,1
12,5,00015,00015,,1
12,5,0016A,0016A,,1
12,5,0016B,0016B,,1
13,1,00018,00018,,1
13,1,00019,00019,,1
13,5,00041,00041,,1
13,5,00043,00043,,1
13,1,00020,00020,,1
9,7,00077,00077,,1
9,7,00078,00078,,1
9,7,00080,00080,,1
9,6,00064,00064,,1
9,6,0064A,0064A,,1
9,4,00039,00039,,1
9,2,0022B,0022B,,1
9,2,0022C,0022C,,1
19,1,00004,00004,,1
10,12,0099B,0099B,,1
10,12,0100A,0100A,,1
10,12,0100B,0100B,,1
10,12,00101,00101,,1
10,12,0102A,0102A,,1
2,75,0624A,0624A,,1
2,74,00621,00621,,1
4,1,0007C,0007C,,1
4,1,0007A,0007A,,1
22,20,0171A,0171A,,1
22,20,00172,00172,,1
22,20,00173,00173,,1
22,8,0070A,0070A,,1
19,3,03013,03013,,1
15,1,0001A,0001A,,1
14,12,00066,00066,,1
14,12,0066A,0066A,,1
14,4,00024,00024,,1
13,15,00103,00103,,1
13,15,00104,00104,,1
13,15,00105,00105,,1
13,15,00106,00106,,1
13,8,0066A,0066A,,1
8,18,00315,00315,,1
2,63,0508B,0508B,,1
2,61,0635F,0635F,,1
19,5,00053,00053,,1
19,5,00054,00054,,1
19,5,00055,00055,,1
19,6,00064,00064,,1
14,8,00051,00051,,1
14,8,00052,00052,,1
12,1,0001Q,0001Q,,1
12,1,0001R,0001R,,1
12,1,0001S,0001S,,1
12,1,0001T,0001T,,1
12,1,0001U,0001U,,1
12,1,0001V,0001V,,1
12,1,0001W,0001W,,1
12,1,0001X,0001X,,1
10,7,00054,00054,,1
10,7,00057,00057,,1
10,7,00060,00060,,1
10,7,00061,00061,,1
8,13,00238,00238,,1
8,14,00263,00263,,1
8,14,00265,00265,,1
8,10,00200,00200,,1
8,10,00201,00201,,1
8,9,00160,00160,,1
8,9,00161,00161,,1
8,7,00131,00131,,1
8,7,00132,00132,,1
8,7,00133,00133,,1
8,7,00134,00134,,1
8,4,00079,00079,,1
8,4,00080,00080,,1
8,3,00062,00062,,1
8,2,00041,00041,,1
8,1,00018,00018,,1
8,2,00019,00019,,1
2,29,00196,00196,,1
2,32,00180,00180,,1
2,32,00181,00181,,1
2,32,00182,00182,,1
2,32,00183,00183,,1
5,20,00124,00124,,1
17,1,0001G,0001G,,1
16,11,00047,00047,,1
16,12,00060,00060,,1
16,4,00012,00012,,1
16,4,0012A,0012A,,1
16,8,00037,00037,,1
16,8,00038,00038,,1
16,8,00040,00040,,1
15,5,0019A,0019A,,1
15,5,00020,00020,,1
15,5,0020A,0020A,,1
15,11,00045,00045,,1
15,11,0045A,0045A,,1
15,11,0046A,0046A,,1
15,11,00070,00070,,1
15,2,0009B,0009B,,1
15,2,00012,00012,,1
15,1,0063A,0063A,,1
15,1,00064,00064,,1
15,1,0007B,0007B,,1
15,1,00062,00062,,1
14,14,00072,00072,,1
14,11,00064,00064,,1
14,9,00053,00053,,1
14,9,00057,00057,,1
14,9,00058,00058,,1
5,11,00071,00071,,1
5,25,00147,00147,,1
6,8,00058,00058,,1
6,1,00024,00024,,1
4,26,0397A,0397A,,1
6,19,0117A,0117A,,1
21,7,00227,00227,,1
21,6,0395A,0395A,,1
21,3,00113,00113,,1
1,1,00001,00001,,1
20,2,00008,00008,,1
20,2,0008A,0008A,,1
20,2,00009,00009,,1
19,1,01008,01008,,1
18,4,00049,00049,,1
18,4,00050,00050,,1
14,15,0075A,0075A,,1
14,15,00076,00076,,1
14,7,00042,00042,,1
14,7,00043,00043,,1
12,17,0055A,0055A,,1
12,17,0055B,0055B,,1
12,17,0055C,0055C,,1
10,7,00066,00066,,1
10,7,00067,00067,,1
10,7,00069,00069,,1
10,1,0010B,0010B,,1
9,3,00032,00032,,1
2,134,00668,00668,,1
2,130,0399F,0399F,,1
2,129,0398A,0398A,,1
2,122,01001,01001,,1
2,119,0337A,0337A,,1
2,119,0337B,0337B,,1
2,118,00391,00391,,1
2,113,00535,00535,,1
2,109,00924,00924,,1
1,1,00002,00002,,1
2,106,00892,00892,,1
2,105,00877,00877,,1
2,92,0791A,0791A,,1
2,92,0785A,0785A,,1
2,89,00768,00768,,1
2,82,0686A,0686A,,1
2,80,00665,00665,,1
2,79,0663B,0663B,,1
2,77,00653,00653,,1
5,2,00012,00012,,1
2,71,00596,00596,,1
2,70,00587,00587,,1
2,69,00574,00574,,1
2,69,00577,00577,,1
2,69,00578,00578,,1
2,69,00579,00579,,1
2,63,0503A,0503A,,1
2,63,00475,00475,,1
2,62,00265,00265,,1
2,61,0635B,0635B,,1
2,61,00635,00635,,1
2,61,00629,00629,,1
1,1,00003,00003,,1
2,58,00742,00742,,1
2,58,0742A,0742A,,1
2,58,0742B,0742B,,1
2,59,00436,00436,,1
2,53,00397,00397,,1
2,53,0397A,0397A,,1
2,51,00374,00374,,1
1,1,00004,00004,,1
2,50,0366A,0366A,,1
1,1,00005,00005,,1
2,50,00364,00364,,1
2,38,0302B,0302B,,1
2,36,0287A,0287A,,1
2,36,0287C,0287C,,1
2,34,00491,00491,,1
2,26,00240,00240,,1
2,14,00136,00136,,1
2,11,0789D,0789D,,1
2,7,00076,00076,,1
2,4,00039,00039,,1
2,3,00021,00021,,1
2,3,00018,00018,,1
1,1,00006,00006,,1
20,1,00003,00003,,1
19,1,01016,01016,,1
19,1,01017,01017,,1
18,6,00056,00056,,1
18,6,00057,00057,,1
18,1,00016,00016,,1
18,1,00017,00017,,1
18,1,00019,00019,,1
14,10,00059,00059,,1
14,1,00008,00008,,1
12,1,0002D,0002D,,1
10,5,00036,00036,,1
10,1,00002,00002,,1
10,1,00003,00003,,1
9,1,00005,00005,,1
2,133,0666A,0666A,,1
2,130,0399A,0399A,,1
2,130,0399B,0399B,,1
2,39,00306,00306,,1
1,7,00084,00084,,1
1,7,00085,00085,,1
23,17,00234,00234,,1
24,1,00003,00003,,1
24,1,00005,00005,,1
2,39,00307,00307,,1
23,16,00227,00227,,1
23,16,00228,00228,,1
23,16,0228A,0228A,,1
2,39,00308,00308,,1
23,16,00229,00229,,1
2,39,00309,00309,,1
23,15,00216,00216,,1
2,40,00310,00310,,1
23,16,00223,00223,,1
23,16,0223A,0223A,,1
23,16,00224,00224,,1
23,15,00213,00213,,1
23,15,00214,00214,,1
23,15,00215,00215,,1
23,13,00180,00180,,1
23,13,00188,00188,,1
23,14,00198,00198,,1
23,12,00148,00148,,1
23,12,00157,00157,,1
2,40,00311,00311,,1
23,12,00158,00158,,1
2,40,00312,00312,,1
23,12,00164,00164,,1
2,40,00313,00313,,1
2,41,00314,00314,,1
23,12,00168,00168,,1
23,12,00144,00144,,1
23,12,00145,00145,,1
23,12,00146,00146,,1
23,11,00138,00138,,1
23,12,00142,00142,,1
2,41,0314A,0314A,,1
2,41,00315,00315,,1
2,41,00316,00316,,1
23,12,00143,00143,,1
23,10,00116,00116,,1
23,11,00124,00124,,1
21,22,00252,00252,,1
1,8,00089,00089,,1
1,8,00090,00090,,1
2,11,00792,00792,,1
2,38,0302D,0302D,,1
2,11,0792A,0792A,,1
1,8,00087,00087,,1
1,8,00088,00088,,1
1,7,00086,00086,,1
2,11,0789E,0789E,,1
2,11,00790,00790,,1
1,4,00053,00053,,1
1,4,00054,00054,,1
1,4,00056,00056,,1
2,38,0302E,0302E,,1
1,4,00057,00057,,1
1,5,00058,00058,,1
1,5,00059,00059,,1
2,11,0789C,0789C,,1
1,5,00060,00060,,1
1,5,00061,00061,,1
1,5,00062,00062,,1
1,5,00063,00063,,1
1,5,00064,00064,,1
2,11,0789A,0789A,,1
2,11,0789B,0789B,,1
1,5,00065,00065,,1
1,5,00066,00066,,1
1,5,00067,00067,,1
2,11,00789,00789,,1
2,118,00392,00392,,1
2,9,00113,00113,,1
2,10,00117,00117,,1
1,6,00068,00068,,1
1,6,00069,00069,,1
2,77,0652A,0652A,,1
1,6,00070,00070,,1
2,77,00652,00652,,1
2,79,0663A,0663A,,1
2,129,0398B,0398B,,1
2,9,00105,00105,,1
1,6,00071,00071,,1
2,76,00638,00638,,1
1,6,00072,00072,,1
1,6,00073,00073,,1
2,76,00639,00639,,1
1,6,00074,00074,,1
2,71,00602,00602,,1
2,76,00642,00642,,1
1,7,00075,00075,,1
1,7,00076,00076,,1
2,73,00615,00615,,1
1,7,00077,00077,,1
2,77,00655,00655,,1
1,7,00078,00078,,1
1,7,00079,00079,,1
2,74,00620,00620,,1
1,7,00080,00080,,1
1,7,00081,00081,,1
2,75,00624,00624,,1
1,7,00082,00082,,1
1,7,00083,00083,,1
2,70,0590A,0590A,,1
2,8,00098,00098,,1
2,113,0534A,0534A,,1
2,38,0302F,0302F,,1
23,11,00130,00130,,1
23,7,00083,00083,,1
23,8,00091,00091,,1
23,9,00098,00098,,1
2,41,0316A,0316A,,1
2,41,00317,00317,,1
23,10,00107,00107,,1
23,6,00072,00072,,1
23,6,00077,00077,,1
2,41,00318,00318,,1
23,7,00080,00080,,1
23,5,00060,00060,,1
23,5,0060A,0060A,,1
23,5,00062,00062,,1
2,42,00320,00320,,1
23,5,00070,00070,,1
23,4,00044,00044,,1
23,4,00052,00052,,1
23,4,00055,00055,,1
23,4,00056,00056,,1
23,4,0056A,0056A,,1
23,3,00032,00032,,1
